33,16
34,16
35,16
36,16
37,17
37,21
37,22
38,18
39,19
40,22
41,16
41,17
42,19
43,19
44,16
44,20
44,21
44,23
45,16
46,20
47,17
47,21
47,23
48,17
49,17
50,16
51,16
52,22
52,23
53,24
54,25
55,25
56,25
57,23
58,30
59,26
59,29
60,26
61,27
62,29
63,28
64,28
